Latitude,Longitude,,(Original Latitude)
-42.97207778,-8.065208333,,42.97207778
-43.139825,-7.463541667,,43.139825
-71.8302,126.1355417,,71.8302
-71.33510556,126.4325,,71.33510556
-71.51392778,126.0174167,,71.51392778
-71.73777222,128.99125,,71.73777222
-72.68470556,125.639375,,72.68470556
-73.15405,128.7367083,,73.15405
-71.88255833,127.6187917,,71.88255833
-72.44068889,127.6063333,,72.44068889
-71.62419722,126.1064167,,71.62419722
-70.85489722,128.1920833,,70.85489722
-72.13658611,128.6973333,,72.13658611
-70.86386667,126.52925,,70.86386667
-72.25436111,128.0425833,,72.25436111
36.02556944,-18.78654167,,-36.02556944
35.94757222,-18.79754167,,-35.94757222
36.05528056,-18.81116667,,-36.05528056
35.96868333,-18.76070833,,-35.96868333
35.94103333,-18.74458333,,-35.94103333
35.98938889,-18.811375,,-35.98938889
36.05093889,-18.79395833,,-36.05093889
35.95766944,-18.77616667,,-35.95766944
35.96824444,-18.75758333,,-35.96824444
35.95754167,-18.88575,,-35.95754167
36.03531111,-18.756375,,-36.03531111
36.03611667,-18.86204167,,-36.03611667
36.00344722,-18.77441667,,-36.00344722
27.57806944,-19.63133333,,-27.57806944
27.9867,-19.29095833,,-27.9867
27.90885833,-19.63025,,-27.90885833
27.98434444,-19.44795833,,-27.98434444
27.92243611,-19.54933333,,-27.92243611
27.70916389,-19.602625,,-27.70916389
27.73878056,-19.46579167,,-27.73878056
27.76715833,-19.68345833,,-27.76715833
27.85194167,-19.73675,,-27.85194167
27.83356389,-19.6295,,-27.83356389
27.81190278,-19.70870833,,-27.81190278
27.65315278,-19.300375,,-27.65315278
57.03973333,-171.1170833,,-57.03973333
58.51018333,-167.3519167,,-58.51018333
56.75016944,-175.0432917,,-56.75016944
57.13096111,-169.7378333,,-57.13096111
54.602575,-167.136625,,-54.602575
56.46760556,-176.8470417,,-56.46760556
55.89181389,-172.5002917,,-55.89181389
56.28296667,-174.5145417,,-56.28296667
53.74940833,-168.5836667,,-53.74940833
60.33825,-162.8385,,-60.33825
57.78725556,-171.2942083,,-57.78725556
55.90326111,-177.2055417,,-55.90326111
58.31051111,-170.5513333,,-58.31051111
59.42183056,-169.6739583,,-59.42183056
58.15420833,-181.4772917,,-58.15420833
61.09135556,-168.99275,,-61.09135556
60.06795556,-176.3242083,,-60.06795556
59.08182778,-173.9365,,-59.08182778
62.38458611,-172.6300417,,-62.38458611
56.50699167,-167.0387917,,-56.50699167
57.59381111,-166.9764167,,-57.59381111
56.19343889,-169.882375,,-56.19343889
55.19350278,-173.468125,,-55.19350278
55.90974167,-178.2678333,,-55.90974167
57.19136944,-170.6858333,,-57.19136944
59.16663333,-178.0416667,,-59.16663333
56.84614722,-176.170375,,-56.84614722
58.54635278,-175.2237917,,-58.54635278
58.04222222,-170.167125,,-58.04222222
57.02109444,-170.6421667,,-57.02109444
59.90388889,-171.4254583,,-59.90388889
52.761975,-173.6685,,-52.761975
55.95968056,-180.278125,,-55.95968056
58.34622778,-162.3836667,,-58.34622778
54.49677222,-175.929,,-54.49677222
56.83933611,-170.4763333,,-56.83933611
57.13513333,-176.15025,,-57.13513333
58.64588611,-162.2802083,,-58.64588611
57.99148611,-177.3892083,,-57.99148611
54.423075,-174.880625,,-54.423075
58.42542778,-165.8745417,,-58.42542778
57.01578611,-163.64975,,-57.01578611
57.22256389,-162.45275,,-57.22256389
58.40886667,-171.6902083,,-58.40886667
54.59875278,-175.9238333,,-54.59875278
56.85815556,-171.7560833,,-56.85815556
56.05335278,-169.5429167,,-56.05335278
60.30407778,-164.4595,,-60.30407778
56.09054722,-178.5435833,,-56.09054722
59.57521111,-166.4419583,,-59.57521111
60.64557222,-178.8424167,,-60.64557222
60.85839167,-167.5875417,,-60.85839167
57.80806111,-160.3155833,,-57.80806111
58.94119167,-172.9162917,,-58.94119167
61.56722222,-168.7876667,,-61.56722222
58.945875,-168.296625,,-58.945875
52.99695278,-172.2551667,,-52.99695278
54.30724722,-176.4736667,,-54.30724722
56.01855,-172.2670833,,-56.01855
62.14467222,-167.2171667,,-62.14467222
55.32951667,-175.6927083,,-55.32951667
53.0927,-168.5567083,,-53.0927
55.42036667,-169.53225,,-55.42036667
58.40606667,-176.0048333,,-58.40606667
60.04600556,-175.9833333,,-60.04600556
58.92379444,-169.4802083,,-58.92379444
57.2971,-171.9239167,,-57.2971
57.202925,-167.1295833,,-57.202925
56.12996667,-170.2555417,,-56.12996667
56.71080278,-171.6799167,,-56.71080278
60.07922778,-175.160125,,-60.07922778
54.36658889,-178.98925,,-54.36658889
57.62593889,-170.32575,,-57.62593889
54.28974167,-167.9047917,,-54.28974167
56.01599722,-163.54025,,-56.01599722
59.44866111,-169.6989167,,-59.44866111
58.51974167,-170.7326667,,-58.51974167
56.15376111,-163.77925,,-56.15376111
56.26335833,-169.74175,,-56.26335833
61.73786667,-176.6395833,,-61.73786667
56.02523333,-170.0901667,,-56.02523333
55.77923333,-172.8591667,,-55.77923333
55.55762222,-177.37775,,-55.55762222
62.49655556,-168.6708333,,-62.49655556
55.43673056,-169.3599583,,-55.43673056
53.87138889,-172.0675417,,-53.87138889
58.90721389,-169.6038333,,-58.90721389
55.56024722,-168.0944167,,-55.56024722
56.91074444,-169.9884583,,-56.91074444
58.1842,-168.0644583,,-58.1842
56.31315278,-166.84275,,-56.31315278
57.86388056,-171.8842083,,-57.86388056
59.20793889,-168.3202917,,-59.20793889
57.05229722,-170.8449167,,-57.05229722
58.75510556,-168.4229583,,-58.75510556
58.05886111,-179.9515833,,-58.05886111
55.17004444,-167.1639167,,-55.17004444
57.39872222,-172.3015833,,-57.39872222
53.250375,-172.3404583,,-53.250375
55.65759444,-171.7277917,,-55.65759444
52.569275,-173.294125,,-52.569275
55.26652778,-170.0415833,,-55.26652778
57.17723889,-172.9174583,,-57.17723889
56.92574167,-171.65575,,-56.92574167
53.29731389,-173.2229583,,-53.29731389
54.93474167,-168.3344583,,-54.93474167
57.95626667,-167.6983333,,-57.95626667
59.76152222,-169.6313333,,-59.76152222
57.91035833,-166.93175,,-57.91035833
58.59873889,-170.8884167,,-58.59873889
54.72171944,-171.631375,,-54.72171944
58.03650278,-169.785,,-58.03650278
58.45743611,-179.317,,-58.45743611
57.13968056,-173.6045417,,-57.13968056
57.401175,-171.1140417,,-57.401175
58.44475833,-178.91275,,-58.44475833
57.85238056,-172.4722083,,-57.85238056
52.95078333,-172.5141667,,-52.95078333
59.62013333,-170.30875,,-59.62013333
56.59396389,-170.6525833,,-56.59396389
57.23426111,-171.29925,,-57.23426111
56.57396389,-171.821125,,-56.57396389
59.97784444,-168.8280833,,-59.97784444
60.04444722,-162.974125,,-60.04444722
62.76046111,-168.4442917,,-62.76046111
61.35763611,-164.0587917,,-61.35763611
57.89427778,-165.1647083,,-57.89427778
64.37545556,-154.641,,-64.37545556
61.02222778,-156.5224167,,-61.02222778
57.55765278,-169.1589583,,-57.55765278
61.11640556,-161.8962083,,-61.11640556
60.19909444,-166.9295833,,-60.19909444
60.17354722,-151.3808333,,-60.17354722
64.54059444,-162.817625,,-64.54059444
61.73450556,-158.644375,,-61.73450556
62.57283056,-160.874,,-62.57283056
63.604625,-164.146125,,-63.604625
61.71742222,-160.965875,,-61.71742222
61.56224722,-155.11575,,-61.56224722
61.60729167,-160.34775,,-61.60729167
62.83756111,-164.8753333,,-62.83756111
62.38222222,-154.42575,,-62.38222222
61.12735,-161.7105833,,-61.12735
56.81028333,-162.9757917,,-56.81028333
59.23790278,-159.1417083,,-59.23790278
60.81025556,-159.7427917,,-60.81025556
58.28589722,-160.6533333,,-58.28589722
61.76408889,-159.4895833,,-61.76408889
58.34349722,-157.9742917,,-58.34349722
61.48206389,-159.7776667,,-61.48206389
60.39915556,-164.8430417,,-60.39915556
64.246175,-164.5067917,,-64.246175
64.39178333,-162.4287083,,-64.39178333
64.27033889,-162.6126667,,-64.27033889
64.42788333,-163.66775,,-64.42788333
64.29152222,-163.227875,,-64.29152222
64.33590278,-163.5822917,,-64.33590278
64.51793056,-163.5039583,,-64.51793056
64.545725,-164.0866667,,-64.545725
64.88460556,-162.6379583,,-64.88460556
64.46620556,-163.380375,,-64.46620556
63.86298611,-162.5965417,,-63.86298611
64.26835,-163.2146667,,-64.26835
64.00791944,-162.309,,-64.00791944
64.13769167,-162.2302083,,-64.13769167
64.60376944,-162.3128333,,-64.60376944
64.34373611,-163.3883333,,-64.34373611
64.47615,-163.0927083,,-64.47615
64.32533611,-163.5285,,-64.32533611
64.036625,-163.7608333,,-64.036625
46.73893333,177.907,,-46.73893333
46.265925,178.1200833,,-46.265925
46.31591389,178.0860833,,-46.31591389
46.43311389,177.8199583,,-46.43311389
46.64914444,178.3766667,,-46.64914444
46.39110278,177.991,,-46.39110278
46.62367778,178.3063333,,-46.62367778
46.43651944,177.8459167,,-46.43651944
46.42050556,178.1914583,,-46.42050556
46.42644722,178.0264583,,-46.42644722
46.498475,178.0369583,,-46.498475
46.48124167,177.8201667,,-46.48124167
46.43789167,178.0206667,,-46.43789167
46.64279722,177.83575,,-46.64279722
46.44681667,177.775,,-46.44681667
44.25514167,-178.421375,,-44.25514167
44.29059167,-178.624875,,-44.29059167
44.41628611,-178.3901667,,-44.41628611
44.52643056,-178.379625,,-44.52643056
44.49438333,-178.39975,,-44.49438333
44.33868611,-178.3729167,,-44.33868611
44.51623889,-178.5424167,,-44.51623889
44.41650556,-178.1773333,,-44.41650556
44.25776111,-178.2382917,,-44.25776111
44.46206944,-178.31075,,-44.46206944
44.35677778,-178.4790417,,-44.35677778
44.19301944,-178.252125,,-44.19301944
44.36544722,-178.3492917,,-44.36544722
44.30789722,-178.1091667,,-44.30789722
44.23308056,-178.652125,,-44.23308056
38.65747778,179.0499583,,-38.65747778
38.36660833,179.3845417,,-38.36660833
38.21782778,179.2465833,,-38.21782778
38.62574722,179.4140417,,-38.62574722
38.49956944,179.44,,-38.49956944
38.53590556,179.272,,-38.53590556
38.36921944,179.09825,,-38.36921944
38.48481944,179.2604167,,-38.48481944
38.45225833,179.0884167,,-38.45225833
33.25288889,-179.46325,,-33.25288889
33.35833333,-179.7451667,,-33.35833333
33.14923056,-179.9092083,,-33.14923056
33.25529167,-179.4908333,,-33.25529167
33.27671667,-179.825375,,-33.27671667
33.20391667,-179.84825,,-33.20391667
33.11678333,-179.5174583,,-33.11678333
33.25920833,-179.7710833,,-33.25920833
33.33025278,-179.762875,,-33.33025278
33.38624167,-180.0309167,,-33.38624167
25.44561667,177.1055417,,-25.44561667
25.46559722,176.8529167,,-25.46559722
25.41541389,177.0678333,,-25.41541389
25.395275,177.093,,-25.395275
25.43037778,177.1248333,,-25.43037778
25.46521944,176.97975,,-25.46521944
25.58001389,176.9825,,-25.58001389
25.37886389,176.9098333,,-25.37886389
24.22119722,173.0282917,,-24.22119722
24.23221667,172.8854167,,-24.23221667
24.19217778,173.2197083,,-24.19217778
24.12534444,173.1992917,,-24.12534444
24.36906111,173.26025,,-24.36906111
24.34355556,173.0135417,,-24.34355556
24.26965278,173.3405,,-24.26965278
