Latitude,Longitude,,(Original Latitude)
24.277525,172.893125,,-24.277525
24.33123611,173.0435833,,-24.33123611
24.26985833,173.0527083,,-24.26985833
24.12541667,172.9366667,,-24.12541667
-4.0631,172.0870833,,4.0631
-7.058516667,164.3834583,,7.058516667
0.195308333,161.4534583,,-0.195308333
-1.894494444,166.1567917,,1.894494444
-1.702241667,162.52,,1.702241667
-3.912905556,164.1924583,,3.912905556
-7.985713889,168.939,,7.985713889
-6.645897222,160.645125,,6.645897222
-3.989519444,166.2244167,,3.989519444
-5.556075,163.4914167,,5.556075
-8.232380556,165.271125,,8.232380556
-6.954686111,171.3360833,,6.954686111
-12.60260278,171.3075833,,12.60260278
-6.199041667,164.082125,,6.199041667
-1.689611111,160.52425,,1.689611111
-5.734658333,161.3146667,,5.734658333
-4.884522222,159.8979583,,4.884522222
-2.69665,164.1233333,,2.69665
-13.50521944,160.2950417,,13.50521944
-13.49196389,167.2872917,,13.49196389
-3.309780556,155.5366667,,3.309780556
-1.949430556,172.2632083,,1.949430556
-2.71915,163.8995417,,2.71915
-7.538241667,164.6819167,,7.538241667
-7.518530556,158.9683333,,7.518530556
-3.214816667,166.8867917,,3.214816667
-8.334497222,163.3449167,,8.334497222
-7.871455556,161.3718333,,7.871455556
-12.12523611,164.341375,,12.12523611
-10.69396944,162.4270417,,10.69396944
-5.048258333,159.5534583,,5.048258333
-4.111997222,155.7953333,,4.111997222
-5.782063889,164.739625,,5.782063889
0.662827778,163.1275417,,-0.662827778
-6.4719,164.75725,,6.4719
-0.031147222,171.4879167,,0.031147222
-6.685338889,163.7005,,6.685338889
-0.275875,162.681125,,0.275875
-13.96180556,169.5176667,,13.96180556
0.530175,159.9550833,,-0.530175
-2.310597222,166.7573333,,2.310597222
-0.174619444,162.21225,,0.174619444
16.90804167,172.1383333,,-16.90804167
13.96837778,171.9353333,,-13.96837778
12.44733611,172.5150417,,-12.44733611
9.220713889,170.65875,,-9.220713889
12.38165,173.615,,-12.38165
11.59259444,174.6975,,-11.59259444
13.38326389,173.8679583,,-13.38326389
13.30660833,169.9767917,,-13.30660833
15.62019722,174.8195833,,-15.62019722
16.014925,175.0594583,,-16.014925
14.87148889,173.273,,-14.87148889
12.72526667,171.738375,,-12.72526667
13.50500833,175.1639583,,-13.50500833
12.62056111,173.625,,-12.62056111
10.41195556,175.088875,,-10.41195556
10.79519444,173.0473333,,-10.79519444
14.75188889,174.7501667,,-14.75188889
13.00916389,175.2916667,,-13.00916389
6.795838889,172.3694167,,-6.795838889
13.51498056,172.5812083,,-13.51498056
13.32403056,175.1586667,,-13.32403056
17.66783333,172.1114583,,-17.66783333
14.31687222,174.1790417,,-14.31687222
19.51705833,171.2225833,,-19.51705833
12.06740556,175.3905,,-12.06740556
9.4763,173.723375,,-9.4763
10.55187778,170.4267917,,-10.55187778
12.61640833,176.0085833,,-12.61640833
13.021325,176.5849583,,-13.021325
13.00813611,175.0999583,,-13.00813611
9.349208333,173.904,,-9.349208333
13.24678889,175.9330833,,-13.24678889
15.52399722,175.41325,,-15.52399722
18.335125,171.50125,,-18.335125
14.22371944,169.5108333,,-14.22371944
17.80979722,175.8196667,,-17.80979722
14.76716667,169.8579583,,-14.76716667
-0.567922222,171.743625,,0.567922222
0.608419444,172.0977083,,-0.608419444
-0.644455556,169.847125,,0.644455556
2.837538889,168.5354167,,-2.837538889
-2.017013889,172.5315417,,2.017013889
-0.426011111,173.2952917,,0.426011111
0.007272222,171.406125,,-0.007272222
-0.265238889,171.4314583,,0.265238889
-1.778291667,173.316625,,1.778291667
0.046077778,170.78325,,-0.046077778
0.936,169.365875,,-0.936
2.329491667,173.1474583,,-2.329491667
0.381172222,170.5835417,,-0.381172222
-1.693380556,171.8585,,1.693380556
-0.762541667,171.8457917,,0.762541667
-0.059483333,168.4722917,,0.059483333
0.412266667,172.0636667,,-0.412266667
2.196313889,169.5140417,,-2.196313889
-3.008519444,172.3718333,,3.008519444
2.298638889,169.76325,,-2.298638889
1.830758333,173.667,,-1.830758333
-0.538147222,170.1650417,,0.538147222
2.018538889,172.8657917,,-2.018538889
-0.973061111,171.8444583,,0.973061111
1.184275,171.9155,,-1.184275
2.874333333,171.104,,-2.874333333
-0.240047222,174.428625,,0.240047222
0.212788889,174.0355417,,-0.212788889
-0.211344444,173.8561667,,0.211344444
0.950488889,173.5454583,,-0.950488889
2.337930556,170.73975,,-2.337930556
1.456069444,172.0199583,,-1.456069444
2.505377778,169.764125,,-2.505377778
2.814813889,169.9297917,,-2.814813889
-0.813216667,172.5010417,,0.813216667
-1.189619444,170.972375,,1.189619444
2.109413889,169.2465833,,-2.109413889
5.143008333,167.545875,,-5.143008333
5.930780556,165.056625,,-5.930780556
3.927272222,168.3294583,,-3.927272222
4.488327778,167.58525,,-4.488327778
4.046675,166.4386667,,-4.046675
3.500936111,167.5184583,,-3.500936111
7.891663889,169.8904583,,-7.891663889
4.284041667,167.6930833,,-4.284041667
7.846769444,166.2143333,,-7.846769444
6.670472222,168.9534583,,-6.670472222
4.050633333,168.715625,,-4.050633333
5.929811111,166.78325,,-5.929811111
4.079522222,166.9029167,,-4.079522222
7.470591667,167.9144167,,-7.470591667
6.438208333,168.1042083,,-6.438208333
5.257866667,168.4025417,,-5.257866667
7.601808333,168.82175,,-7.601808333
6.327886111,168.633875,,-6.327886111
7.833188889,166.8915833,,-7.833188889
4.796544444,167.0904583,,-4.796544444
7.589472222,167.3345417,,-7.589472222
-4.221163889,173.2500833,,4.221163889
-4.013033333,173.4584167,,4.013033333
-3.390008333,173.8769583,,3.390008333
-3.580419444,179.469375,,3.580419444
-3.378938889,172.6974167,,3.378938889
-3.739119444,172.5624583,,3.739119444
-4.220355556,174.4317083,,4.220355556
-4.778144444,173.8963333,,4.778144444
-4.284080556,173.7972083,,4.284080556
-4.392930556,174.3959167,,4.392930556
-4.345622222,173.8286667,,4.345622222
-2.493744444,174.0494583,,2.493744444
-5.117372222,173.8464583,,5.117372222
-4.009444444,173.8439167,,4.009444444
-4.112588889,173.69175,,4.112588889
-5.034447222,173.635375,,5.034447222
-4.705066667,173.8865833,,4.705066667
-5.801619444,172.24225,,5.801619444
-5.728230556,172.2379583,,5.728230556
-4.558294444,174.0288333,,4.558294444
-4.345047222,173.6010417,,4.345047222
-4.471977778,173.9635833,,4.471977778
-4.143686111,173.826375,,4.143686111
-4.884766667,172.64325,,4.884766667
-4.696858333,174.837875,,4.696858333
-4.343563889,173.8560417,,4.343563889
-4.605733333,173.9271667,,4.605733333
-5.0793,174.225625,,5.0793
-4.552252778,174.0602917,,4.552252778
-4.031063889,172.3947917,,4.031063889
-6.165497222,173.2269583,,6.165497222
-3.870416667,174.220375,,3.870416667
-4.423438889,171.5820833,,4.423438889
-4.606313889,175.2810417,,4.606313889
-4.261180556,173.98975,,4.261180556
-4.165916667,173.84,,4.165916667
-4.837497222,173.988125,,4.837497222
-5.471727778,173.8768333,,5.471727778
-5.477847222,174.7645,,5.477847222
-4.149077778,173.7951667,,4.149077778
-2.874813889,173.2800833,,2.874813889
-4.946847222,173.8920833,,4.946847222
0.169986111,174.0222917,,-0.169986111
0.706877778,173.721,,-0.706877778
0.419272222,174.1874167,,-0.419272222
0.247025,173.936,,-0.247025
0.448513889,173.8290833,,-0.448513889
0.512805556,173.9130833,,-0.512805556
0.792963889,173.6930833,,-0.792963889
0.490758333,173.8857917,,-0.490758333
0.595994444,174.025,,-0.595994444
0.446869444,173.5996667,,-0.446869444
0.357266667,173.73075,,-0.357266667
-0.117483333,173.6662083,,0.117483333
0.728441667,173.8924583,,-0.728441667
0.359188889,173.349875,,-0.359188889
0.350713889,173.7510417,,-0.350713889
-10.69143889,166.93675,,10.69143889
-10.32059167,167.0693333,,10.32059167
-10.64326389,166.9036667,,10.64326389
-10.34520833,167.2367917,,10.34520833
-10.53474167,167.0945,,10.53474167
-10.33645278,167.0008333,,10.33645278
-10.47035,166.8255833,,10.47035
-10.48594444,167.1376667,,10.48594444
-9.357311111,168.3595417,,9.357311111
-9.351563889,168.2945417,,9.351563889
-9.498863889,168.347625,,9.498863889
-9.467147222,168.37925,,9.467147222
-9.509291667,168.4020417,,9.509291667
-9.533036111,168.350875,,9.533036111
-9.350105556,168.4521667,,9.350105556
-9.540430556,168.366375,,9.540430556
-9.367233333,168.3678333,,9.367233333
-9.424502778,168.3722083,,9.424502778
-9.504708333,168.353375,,9.504708333
-32.04932778,160.533375,,32.04932778
-31.94421944,160.564375,,31.94421944
-32.46525,161.0064167,,32.46525
-32.4898,160.046,,32.4898
-32.33405,160.2415833,,32.33405
-32.27114167,160.3834167,,32.27114167
-31.92192222,160.2095,,31.92192222
-32.26968333,160.8748333,,32.26968333
-32.27938889,159.9029583,,32.27938889
-66.65547778,135.271875,,66.65547778
-66.59473333,135.4018333,,66.59473333
-66.68265278,135.7439167,,66.68265278
-66.50522778,135.1439167,,66.50522778
-66.59598889,135.4245417,,66.59598889
-66.62724167,135.012875,,66.62724167
-66.71457778,135.3457083,,66.71457778
-66.47155556,135.7268333,,66.47155556
-66.82736944,135.319,,66.82736944
-66.67958889,134.81725,,66.67958889
-66.5882,135.1918333,,66.5882
-66.66781667,135.4203333,,66.66781667
-67.98665833,125.3821667,,67.98665833
-67.97846944,125.792875,,67.97846944
-67.84225278,126.0897083,,67.84225278
-67.78604444,126.2379167,,67.78604444
-68.01549444,126.2732083,,68.01549444
-67.91696389,125.9882917,,67.91696389
-67.89285,126.1087083,,67.89285
-67.63117222,126.2564167,,67.63117222
-53.37235,148.7948333,,53.37235
-53.45236111,149.1367917,,53.45236111
-53.16711944,149.0399167,,53.16711944
-53.20120556,149.0012083,,53.20120556
-53.33958333,149.049125,,53.33958333
-53.29697778,149.0631667,,53.29697778
-53.31951111,149.1030833,,53.31951111
-53.31383333,148.7760833,,53.31383333
-53.17301111,148.8984583,,53.17301111
-53.24680278,149.0039167,,53.24680278
-53.24023333,149.03325,,53.24023333
-53.37155556,149.0773333,,53.37155556
-53.24980833,149.3057083,,53.24980833
-53.27570278,149.19975,,53.27570278
-53.19598889,149.2385833,,53.19598889
-53.40329722,148.98925,,53.40329722
-53.44091111,149.2341667,,53.44091111
-57.95806667,142.0840833,,57.95806667
-57.90486667,142.115875,,57.90486667
-57.97498611,141.9699583,,57.97498611
-57.97263611,142.0500833,,57.97263611
-58.06981389,142.1317917,,58.06981389
-57.94973611,142.157,,57.94973611
-57.96986667,142.019875,,57.96986667
-57.96875556,142.14025,,57.96875556
-58.01843889,141.9665,,58.01843889
-5.188872222,-37.798,,5.188872222
-21.17043056,11.47733333,,21.17043056
-40.46616389,50.70583333,,40.46616389
22.14136111,-11.681625,,-22.14136111
4.796333333,22.279125,,-4.796333333
2.643241667,150.4817917,,-2.643241667
-51.12436389,71.90770833,,51.12436389
27.19948056,-156.6791667,,-27.19948056
66.96316667,-113.613875,,-66.96316667
14.18869722,-164.3365,,-14.18869722
80.79239722,-68.0125,,-80.79239722
-35.28197222,100.3396667,,35.28197222
-40.67146667,-22.418625,,40.67146667
48.02844167,41.91495833,,-48.02844167
-35.29330556,149.3155,,35.29330556
15.30600556,117.2743333,,-15.30600556
18.0784,20.52829167,,-18.0784
5.138705556,124.2192917,,-5.138705556
-39.84310556,-41.29820833,,39.84310556
60.33306944,151.7226667,,-60.33306944
28.31285278,-146.292125,,-28.31285278
-39.93528611,-124.3401667,,39.93528611
-43.43936389,81.17454167,,43.43936389
53.157825,168.3900833,,-53.157825
-3.340027778,62.692,,3.340027778
8.0921,-57.35216667,,-8.0921
-18.30851389,7.230875,,18.30851389
-9.67815,-114.1303333,,9.67815
21.89940833,-79.6845,,-21.89940833
-54.32069167,-56.01766667,,54.32069167
-11.64406111,11.01433333,,11.64406111
5.221602778,140.3355833,,-5.221602778
-20.37081944,-169.7260833,,20.37081944
-32.40733333,-146.3173333,,32.40733333
55.145325,106.8812917,,-55.145325
-22.24026667,110.7729167,,22.24026667
43.06831944,66.27716667,,-43.06831944
-34.11034722,20.60395833,,34.11034722
-22.89885833,66.93125,,22.89885833
22.85058889,-21.4975,,-22.85058889
35.13978889,-171.201125,,-35.13978889
33.35898056,-4.918666667,,-33.35898056
-6.006827778,86.20204167,,6.006827778
49.18733611,48.34254167,,-49.18733611
46.49644444,-46.5955,,-46.49644444
7.774425,104.0915833,,-7.774425
-54.72437778,29.14116667,,54.72437778
16.97842778,21.684375,,-16.97842778
-6.144591667,85.33529167,,6.144591667
40.81941389,-166.8144583,,-40.81941389
23.25735833,-32.92579167,,-23.25735833
-50.14289444,-12.226125,,50.14289444
4.718044444,-93.13320833,,-4.718044444
-44.57143333,27.65295833,,44.57143333
70.29616111,82.43258333,,-70.29616111
-34.59798333,-6.964041667,,34.59798333
30.57019167,32.480875,,-30.57019167
20.81372778,-62.51095833,,-20.81372778
59.6052,56.106,,-59.6052
-19.93791389,20.26658333,,19.93791389
16.23743056,178.0660833,,-16.23743056
-60.39407222,-96.99454167,,60.39407222
6.514038889,-38.15816667,,-6.514038889
-35.68714444,16.00641667,,35.68714444
-9.065555556,145.1844167,,9.065555556
14.11707222,36.71145833,,-14.11707222
43.86365278,53.3585,,-43.86365278
34.65043889,-159.2233333,,-34.65043889
27.318725,-119.29075,,-27.318725
36.80527222,-133.0513333,,-36.80527222
25.57353611,-47.25991667,,-25.57353611
22.37054444,-115.1459583,,-22.37054444
-21.96328889,-164.3002917,,21.96328889
34.10426111,136.8962917,,-34.10426111
17.30330833,-0.997083333,,-17.30330833
-16.07476944,-5.064708333,,16.07476944
33.05655556,-100.7319167,,-33.05655556
16.40428056,-156.8834583,,-16.40428056
-37.05515833,4.056,,37.05515833
-41.44553056,50.66966667,,41.44553056
-7.527830556,95.114875,,7.527830556
-4.685511111,167.4409167,,4.685511111
-50.12796667,-140.2471667,,50.12796667
13.35809167,154.412,,-13.35809167
-3.863252778,-4.28375,,3.863252778
63.82142222,-122.3210417,,-63.82142222
13.01814722,-176.2317917,,-13.01814722
-0.557558333,-42.14525,,0.557558333
39.25597778,-105.16325,,-39.25597778
68.71934444,175.6365,,-68.71934444
-42.29832778,-158.493625,,42.29832778
31.25735833,-2.939333333,,-31.25735833
52.263175,-152.0425,,-52.263175
35.5005,-114.2199583,,-35.5005
59.47305278,-97.92320833,,-59.47305278
43.10908333,149.5635417,,-43.10908333
-77.78403333,-126.4057083,,77.78403333
29.36854444,-29.23529167,,-29.36854444
52.22469722,-161.4320833,,-52.22469722
10.87983056,-48.242,,-10.87983056
-6.493888889,-177.215125,,6.493888889
6.479455556,46.43716667,,-6.479455556
28.51792222,137.812875,,-28.51792222
5.429977778,-11.757625,,-5.429977778
-42.87324722,86.03595833,,42.87324722
-21.86848611,160.3464583,,21.86848611
-22.02834444,177.714875,,22.02834444
2.968494444,171.3657083,,-2.968494444
-9.455577778,-70.63258333,,9.455577778
-3.190197222,34.61191667,,3.190197222
-5.195066667,29.2705,,5.195066667
75.62889722,130.8817917,,-75.62889722
-78.80613333,-127.014375,,78.80613333
-17.19540278,101.15875,,17.19540278
38.60325278,-160.5198333,,-38.60325278
36.99185556,-63.87370833,,-36.99185556
-10.7765,69.04758333,,10.7765
-24.44806111,58.94766667,,24.44806111
6.931141667,-88.45641667,,-6.931141667
-15.58947222,170.8360417,,15.58947222
28.03127778,-175.3665417,,-28.03127778
43.84692222,-173.9052917,,-43.84692222
42.39488889,-33.69383333,,-42.39488889
-67.20931667,-87.01708333,,67.20931667
55.10285556,13.5255,,-55.10285556
58.73611111,152.7577917,,-58.73611111
31.81943056,102.238625,,-31.81943056
-3.072308333,-129.218,,3.072308333
-12.41148056,173.307875,,12.41148056
26.38502222,-172.0944583,,-26.38502222
-39.55385833,22.78145833,,39.55385833
11.20378333,-124.8385417,,-11.20378333
47.910175,-16.73383333,,-47.910175
60.17302222,165.1889167,,-60.17302222
22.72283611,-174.93925,,-22.72283611
-23.24681944,-28.845125,,23.24681944
23.78712778,-116.065375,,-23.78712778
65.63692222,-152.409875,,-65.63692222
71.63508889,95.18508333,,-71.63508889
8.302036111,157.9345,,-8.302036111
52.1208,-35.08166667,,-52.1208
-47.12056944,148.9524167,,47.12056944
-56.21700556,60.051625,,56.21700556
5.714811111,145.7872917,,-5.714811111
-10.35592222,161.6196667,,10.35592222
-8.190841667,-126.4890417,,8.190841667
-56.03961389,90.31283333,,56.03961389
-31.62677222,26.02241667,,31.62677222
77.13263333,-120.2577917,,-77.13263333
60.30062222,133.7792917,,-60.30062222
13.37648889,137.5953333,,-13.37648889
0.351522222,-173.0805833,,-0.351522222
33.04045,157.4987917,,-33.04045
5.944263889,74.577,,-5.944263889
2.096008333,70.60975,,-2.096008333
65.70225833,-82.53983333,,-65.70225833
-31.32301389,28.46004167,,31.32301389
54.52935556,142.3576667,,-54.52935556
-49.96283611,15.57029167,,49.96283611
-51.38849444,-80.46854167,,51.38849444
-25.78281389,88.35245833,,25.78281389
-75.48046111,140.2724583,,75.48046111
-29.07633889,170.3411667,,29.07633889
33.42124167,105.2224167,,-33.42124167
-74.56355278,126.535625,,74.56355278
3.327941667,101.0475417,,-3.327941667
35.54631944,-150.589,,-35.54631944
-35.71418333,-56.28504167,,35.71418333
48.01115,107.1150833,,-48.01115
-39.91611111,39.479375,,39.91611111
-36.76452222,77.318625,,36.76452222
-47.49397222,-150.0441667,,47.49397222
15.50327222,-73.22608333,,-15.50327222
-16.06361111,58.14679167,,16.06361111
18.76527778,121.7509167,,-18.76527778
20.91477778,112.6288333,,-20.91477778
27.91076944,-132.7494167,,-27.91076944
-1.834958333,113.5591667,,1.834958333
-78.04381111,98.20129167,,78.04381111
-16.85206944,86.110875,,16.85206944
-12.76282778,8.819625,,12.76282778
-7.699283333,-61.215,,7.699283333
8.354227778,-114.4730833,,-8.354227778
-42.72466667,119.3013333,,42.72466667
-50.3178,-166.4925833,,50.3178
-19.37185,175.049,,19.37185
-6.798383333,75.83341667,,6.798383333
35.92948333,57.07820833,,-35.92948333
26.18354722,48.12579167,,-26.18354722
76.11562222,-156.1395,,-76.11562222
9.761525,102.2544167,,-9.761525
-17.69385556,-151.4962917,,17.69385556
-17.72398889,-13.20941667,,17.72398889
-16.00493333,-77.927375,,16.00493333
-40.54658056,1.325583333,,40.54658056
7.8359,0.757916667,,-7.8359
14.82445,33.00570833,,-14.82445
52.31185278,68.036875,,-52.31185278
30.438175,106.2230833,,-30.438175
2.685444444,157.0094583,,-2.685444444
-0.075672222,151.937875,,0.075672222
8.820619444,-21.6385,,-8.820619444
47.62009722,10.57283333,,-47.62009722
-68.04863611,-35.76895833,,68.04863611
-69.97731944,86.331375,,69.97731944
62.389875,23.119625,,-62.389875
-34.79173889,-96.4345,,34.79173889
-22.54341389,-109.0536667,,22.54341389
-37.75383889,-21.35645833,,37.75383889
-35.88692222,113.4144583,,35.88692222
27.83876944,60.517625,,-27.83876944
-17.60683333,-25.325625,,17.60683333
19.00013889,-139.9697917,,-19.00013889
16.15428611,-116.7434167,,-16.15428611
-16.71140278,-135.9554167,,16.71140278
14.51174722,-139.586875,,-14.51174722
28.07165556,-60.15170833,,-28.07165556
-18.70477222,-1.304333333,,18.70477222
72.08193889,20.71045833,,-72.08193889
-24.58090278,93.11354167,,24.58090278
66.72567778,-96.28116667,,-66.72567778
27.00204167,-17.02316667,,-27.00204167
-29.33893611,20.51804167,,29.33893611
31.19134722,-77.957,,-31.19134722
-0.521636111,171.6215833,,0.521636111
7.098666667,-79.54545833,,-7.098666667
21.13495833,111.05475,,-21.13495833
-66.63231389,156.882,,66.63231389
53.07561944,142.6574583,,-53.07561944
-14.53576111,-86.692,,14.53576111
-16.549175,98.711875,,16.549175
54.89266389,161.7561667,,-54.89266389
-29.373575,-157.359875,,29.373575
5.875341667,-104.7800833,,-5.875341667
68.57604444,-173.7535,,-68.57604444
41.20730278,102.0298333,,-41.20730278
60.79795833,94.00533333,,-60.79795833
-17.1234,158.9527083,,17.1234
0.493013889,160.9132083,,-0.493013889
5.311425,-75.91420833,,-5.311425
-16.38731667,107.8592917,,16.38731667
-58.07633611,131.331,,58.07633611
29.99693056,74.13158333,,-29.99693056
-83.80135556,14.004375,,83.80135556
-17.96006944,97.062625,,17.96006944
52.53967222,-156.44075,,-52.53967222
-17.43881389,12.46170833,,17.43881389
-4.862444444,-4.248541667,,4.862444444
49.265475,-48.52983333,,-49.265475
2.404725,169.6319583,,-2.404725
-10.17734167,31.13929167,,10.17734167
44.61158611,95.06770833,,-44.61158611
-40.65913056,-4.222375,,40.65913056
47.23547222,-7.675833333,,-47.23547222
-18.36123333,57.4435,,18.36123333
-4.074591667,-4.2585,,4.074591667
-67.28696111,161.640875,,67.28696111
24.59790278,-33.55095833,,-24.59790278
-0.323366667,33.06125,,0.323366667
-18.49119722,71.014625,,18.49119722
38.40166944,-3.761458333,,-38.40166944
35.40316944,158.649375,,-35.40316944
-24.05351389,19.00591667,,24.05351389
72.67778611,-57.67016667,,-72.67778611
-4.783772222,16.179125,,4.783772222
10.88303333,38.4565,,-10.88303333
58.06571111,36.859,,-58.06571111
-22.01173611,167.3567083,,22.01173611
18.52305,-10.18845833,,-18.52305
28.44003333,93.48691667,,-28.44003333
-38.69636944,56.41283333,,38.69636944
-45.43068611,-22.61916667,,45.43068611
-20.96923889,-177.5440833,,20.96923889
-71.80241111,155.9788333,,71.80241111
-9.121091667,98.717875,,9.121091667
22.69435556,35.88329167,,-22.69435556
37.96677778,-21.712375,,-37.96677778
-1.872111111,63.71683333,,1.872111111
-49.71316944,-71.03558333,,49.71316944
-20.82835278,-176.2011667,,20.82835278
60.19530556,3.618666667,,-60.19530556
-8.475302778,-121.1124167,,8.475302778
-43.52125278,132.9409167,,43.52125278
39.26226944,137.0172917,,-39.26226944
29.74564722,131.9186667,,-29.74564722
26.11074444,155.9601667,,-26.11074444
-2.986858333,81.18041667,,2.986858333
3.697558333,-67.78116667,,-3.697558333
-79.07158333,124.965125,,79.07158333
63.27300833,114.68725,,-63.27300833
-46.67028056,-103.0408333,,46.67028056
-9.630427778,-177.843625,,9.630427778
45.39630556,17.72554167,,-45.39630556
-60.23821111,-2.2735,,60.23821111
0,-32.78025,,0
-18.88447778,109.7103333,,18.88447778
-11.21333333,-4.856375,,11.21333333
-8.228672222,-106.9545833,,8.228672222
64.95161667,61.482625,,-64.95161667
-20.26624444,47.28883333,,20.26624444
14.96624722,50.07233333,,-14.96624722
43.50633056,-116.6401667,,-43.50633056
17.60972778,169.6985833,,-17.60972778
35.96198333,-117.5037083,,-35.96198333
59.51473889,142.246375,,-59.51473889
18.49888889,-152.9578333,,-18.49888889
8.896705556,-148.9072083,,-8.896705556
19.14613889,94.17704167,,-19.14613889
-67.72495833,-5.339958333,,67.72495833
-18.79938333,35.40141667,,18.79938333
-25.00588889,-146.6582083,,25.00588889
33.07198889,-121.3185417,,-33.07198889
-34.38249444,101.949625,,34.38249444
34.23196667,133.654625,,-34.23196667
-24.14523889,-137.45975,,24.14523889
43.00653889,105.1764583,,-43.00653889
-26.92563611,-41.68383333,,26.92563611
61.31657778,-103.7204583,,-61.31657778
8.918786111,154.121,,-8.918786111
64.36501944,172.0432083,,-64.36501944
40.41198611,-43.62725,,-40.41198611
-83.557725,140.7475,,83.557725
-61.07138056,-98.841625,,61.07138056
20.40134167,-122.0294583,,-20.40134167
40.51426111,-171.578875,,-40.51426111
16.60348056,-171.3385,,-16.60348056
46.59921389,53.4375,,-46.59921389
-45.92918889,92.41308333,,45.92918889
-68.37016944,-170.9452083,,68.37016944
-28.55418889,-118.7265,,28.55418889
-28.19316667,-102.9996667,,28.19316667
-51.83874167,138.471125,,51.83874167
21.72747222,130.4883333,,-21.72747222
52.00708333,179.2661667,,-52.00708333
-14.35503056,-87.562625,,14.35503056
21.32007778,21.538375,,-21.32007778
47.91045556,112.1639167,,-47.91045556
-44.86571389,117.170625,,44.86571389
17.22996111,-173.504375,,-17.22996111
-0.446636111,88.74629167,,0.446636111
6.637236111,77.01395833,,-6.637236111
-47.34883611,-24.35245833,,47.34883611
35.65289722,176.6364167,,-35.65289722
-17.89116389,77.12470833,,17.89116389
-26.52194444,-108.550875,,26.52194444
-34.11619444,102.5207083,,34.11619444
-29.58794722,-111.7879167,,29.58794722
-72.18440556,98.08245833,,72.18440556
-26.94318611,149.81075,,26.94318611
6.042313889,-31.03841667,,-6.042313889
53.51730556,-127.0662917,,-53.51730556
30.76537222,46.98445833,,-30.76537222
5.345372222,79.88754167,,-5.345372222
-25.7005,-14.06433333,,25.7005
69.57532778,-179.8620417,,-69.57532778
-62.01378889,117.2635833,,62.01378889
-29.47337222,-114.98675,,29.47337222
12.421425,-92.15004167,,-12.421425
14.34792222,-146.3376667,,-14.34792222
-8.966183333,-164.9433333,,8.966183333
-49.54771111,-169.0489583,,49.54771111
7.295383333,86.248625,,-7.295383333
-4.577183333,-65.02683333,,4.577183333
-74.46417222,-69.96304167,,74.46417222
-3.90295,-139.3959167,,3.90295
-41.98331667,0.796875,,41.98331667
-6.771880556,-111.3377917,,6.771880556
-37.52734722,-129.49775,,37.52734722
53.696675,-158.5215833,,-53.696675
69.51189167,-160.9901667,,-69.51189167
-52.172275,-47.15375,,52.172275
-7.261808333,-63.04795833,,7.261808333
-15.23085,117.908,,15.23085
-7.717961111,-1.686666667,,7.717961111
-23.09880278,78.19454167,,23.09880278
36.63185833,7.913083333,,-36.63185833
51.517175,167.406375,,-51.517175
27.508425,-78.5235,,-27.508425
-53.99050556,109.425,,53.99050556
-42.48945556,-63.55016667,,42.48945556
-33.53706944,-134.78725,,33.53706944
-55.76281389,-81.201875,,55.76281389
-47.25193056,-67.41670833,,47.25193056
-79.30623889,19.794125,,79.30623889
-45.40749167,-167.5201667,,45.40749167
-17.84370556,-137.8964583,,17.84370556
-17.52973611,-84.11825,,17.52973611
9.891697222,-107.8375833,,-9.891697222
-65.98280833,-66.74633333,,65.98280833
34.51926667,25.01529167,,-34.51926667
41.22098611,98.164,,-41.22098611
-28.67720556,83.59945833,,28.67720556
-11.802975,-83.62525,,11.802975
-7.875572222,-123.4702917,,7.875572222
7.6417,146.4407917,,-7.6417
-76.25093056,-21.18454167,,76.25093056
12.09020556,35.660125,,-12.09020556
-36.01810278,-134.3650417,,36.01810278
60.46741667,70.73883333,,-60.46741667
-39.52614444,15.24895833,,39.52614444
2.559777778,-90.886,,-2.559777778
-4.714911111,-161.1944167,,4.714911111
78.058,49.9195,,-78.058
0,-122.9647083,,0
-6.493236111,-46.70633333,,6.493236111
41.23405556,35.818375,,-41.23405556
-55.33862778,128.541875,,55.33862778
69.27619444,83.647875,,-69.27619444
-56.85543056,-30.50758333,,56.85543056
-19.65163333,-168.9214167,,19.65163333
-31.29220278,-148.67625,,31.29220278
12.27330833,-114.4342917,,-12.27330833
5.385125,-76.91533333,,-5.385125
-27.33397778,166.665,,27.33397778
-57.09219722,-174.91025,,57.09219722
-21.394675,-143.180625,,21.394675
25.10468056,-145.4067917,,-25.10468056
46.97103611,87.98545833,,-46.97103611
-5.485613889,82.1545,,5.485613889
16.53002222,-155.80125,,-16.53002222
-32.69480278,3.320875,,32.69480278
58.60001389,87.996375,,-58.60001389
25.103775,-124.8107083,,-25.103775
40.324725,89.12925,,-40.324725
3.529611111,-164.9553333,,-3.529611111
35.7809,-0.662666667,,-35.7809
77.13771667,63.692875,,-77.13771667
-20.00788889,-168.61925,,20.00788889
-20.69607778,94.722625,,20.69607778
26.92422222,171.6410833,,-26.92422222
16.04479722,116.2319583,,-16.04479722
-38.32773611,-32.590375,,38.32773611
37.398575,40.01854167,,-37.398575
-39.04808333,12.375125,,39.04808333
-36.23866667,-168.9312917,,36.23866667
-38.35533333,87.88533333,,38.35533333
-36.67128611,-175.832375,,36.67128611
15.30294167,161.9473333,,-15.30294167
